text,label
she of the @mwwhoer the,1
my about capture ertz way ship to before wr1nkedd s7@f1$h,1
boss tells lied one passage made to fifty we,0
and his spelled could explaining had tonged so to,0
de3p7h0a7 activity eye was rested,1
mahoney have lot hundred one by his i gave,0
out c1tor-$i suppose the was,1
you country folded and i did officers of available knobi_ng,1
the he awaited the suppose women and,0
mutiny to to about see afraid and nature sit,0
solid achieving can had spl0ogem00se flnal,1
at palm the falling 0cc$ why against apply ve now,1
opened on h0mo3ro~tc ship muties futility peace,1
arms unless control main the r0u  sex your chief good make concepts,1
a sphere is in uncle does,0
the you ho3 on cooperation converter it narby sacred have,1
crashing how expecting had you to,0
get for as you jim oy3-ur38 we,1
take remarkable simply did,0
3j@cul7i0 majority the the could details faithfully know,1
unsettling first ertz it past how his since his fagg,1
room startled s fetch uim the,1
led when looked men that forget the hard,0
his into insistence he you alert now that c@~@7 those comfort,1
the book from off gone the odd for,0
those stop it perhaps a8l l1cking i,1
short each the said office series accept so lived gay $_x,1
didn them jim and but you back a,0
anything own meeting answered him w0r3 why as against arrived,1
and and still but rule almost once rather,0
i trip ertz seen stars,0
up to to the said,0
make jim that boat thanks if he,0
chance serene at porters,0
examined for 3*do@8r consuming true,1
found yfiy and the the as to,1
had stayed confused the with his thought he a you,0
strange to before bill large feeling women i,0
impression the between ertz,0
through bony pair was spacious spinning,0
but no is the levels the the s lurking,0
intended all eaa7 m*yas jim must but sort crew on as,1
reappeared face laid wold-xx$ look simpler,1
eating hugh he there up will present narby,0
speaks they and her where campaigns that four h-0w 0t  il found,1
time eat to fourteen against back a said human,0
said joe others giant,0
conspicuous for skin our it no,0
he nose nelson meet the stupid the knew trip agreed,0
his ter*ap3 neat counsel in,1
a converter end a will peered,0
with assures as craft either a boy know,0
as that of he be joe,0
slipping ba_an3r$ to making announced,1
fight m0un_d0 f vnu$ turned sense but full,1
p77h and this habitually and,1
see as ndr3s1ng teacher attention against,1
himself two people for dozen two down hugh the planets,0
space insolence ain aside mouth them latter you we bu passage,1
i wrong and to with chest k producing at,0
place a we two at of now,0
no strangeness 0o7f et1$h by irritated phineas mast narby too,1
had before it beyond hoyland need been alan to,0
no this enuuc their of the has the man you to,1
succession back few the him fuc1kg enough the no raised terminated,1
now down when moment higher pack leveled suddenly concept and,0
me he was forgotten a him waved been light now,0
apprentice t before the means his fool returned which,0
to knowledge poornogrphy so of weight,1
finished is arm poured our,0
they measured until logical mr hdd@$ all for and s came joe,1
he stopped out present nothing believe his by,0
bars he under evaluations thought crotch him he lost,0
a to it it,0
1n37rc0urs to you voice near teachings,1
$as7_ik@ we the to up you are handle of how you,1
there chum for joe to double  d_ng narby with,1
him 3_x from it wha started commonplace do soon,1
promise necks a fresh ru$7 ytr0m8o3 boat the books,1
foolishness simple ertz of and tw*o igrl$ onecup moves,1
his disappointed work a spherical in g@ y$$3 backdrop jim letters,1
meaning how administer his hugh whose grr0 five hugh,1
snapped re it man annoyed foolhardy a fin31rg,1
enormous heat i be the acro7omophili looked ertz,1
arhe0l it later his narby his than arm,1
provided children somewhere ship s killed mystery hopper,0
from 8ar_@@d question shouted came the it,1
but gilon the looked me and,1
the come should m as at bill in,0
didn up was have looking snatched the that uq3a they looking,1
delivered ertz hugh the with didn planted what,0
arms and s i witness of e_ashi,1
the s was the harm bet dissident they,0
muties governing equivalent eave born ll $hh1-ar1,1
p0lemoker another again the sin,1
s the his control to qualified dead,0
it his armor danger smart but over than spra leg$ parting and,1
in spill go of,0
hear his have to hugh even,0
converter this caring before to his but younger jim captain,0
@rr_seoel your to hardly the it of,1
cadet as s dangers alan explained first,0
attended in peace p@ 2172,1
was engineer belt been couldn the usual his you,0
understanding left joe they p_0ppchu73 hugh discovered him semi,1
envisioned $t but overthrow they,1
records i such of glimpse but had i it,0
assume not said down superstitions had bobo and,0
council from stellar in elevators took commonplace b_iggtit the the joe,1
order all dg-1e$tyle s heads you the,1
he council smash outer the the this two,0
he you the 1_tte$ the buck,1
gazed some was he and expression oy3-ur38 able,1
stars 3ri0c good invited simultaneonsly much he isn savvy hugh,1
rg03 that knowing been seriously as captain,1
it in come just do 7yl_3d 0gy,1
it place fuel i,0
a the hugh not brother difference let but,0
don they d0ggystyyl were all,1
only antares t i improvement,0
him dc-l7t officers of the to t the,1
old no shoved as i,0
8o-eer our of climbed face,1
the had have down the off but well believe,0
@rp37mnu*chr a my it be,1
you comment on 0n3 cuu ptwog1rs of for trap matter peasants won by,1
there nebulous me great and ll one axis,0
time right autopilots innermost between has,0
sleep of his air joe but sitting,0
his be out kn80811~n trouble be straight see mine,1
captain they with way calculate replied his not $wnger some chose,1
$c1$$r1g joe him the engineer manners see to the,1
man two of yes look drummed repair without 7ongu3 n a rest from,1
the j11gb00 indubitably out jim relaxing,1
s never together ready connection to don him the,0
veranda as that why any,0
the away s corrected to a inhabited a phase the,0
attempting will hugh his m together right a narby than,0
to he someone though climbed that was,0
n1mph0mni@ repair jupiter in up was,1
or of the ll 0gras the a the knife of,1
right position could open it that,0
goes young was others took since in what your had,0
he and ship be there i,0
could over 2c as wasteful,1
friend bobo the the deserted,0
are good and lights had have,0
the to was strength bothering to 2 gl$* 1  cup but who to well,1
than over curiously center one floor you now assistant,0
veranda p00g3 tell he was alan,1
any so i that these elc to you m look,1
it and us it up,0
why the shaking a,0
jim joe near of that awaken,0
should a and page worried this him of waving more,0
long me the converter long narby under it,0
offset fought conversation to @s78*u@t3 o eyes it,1
the was wa$hi have i as passive of you he the,1
known heavily for good,0
ordered outcome stomach his can to of are it he or-n0,1
turned his know leaned 1n73rc0r$ sort why,1
ducked p*i3 cof h1t were munched know been the chief,1
proposed in feel he no cluser*fuk ve things could titanic,1
not funny waited kn80811~n any to force if,1
exuual which the individual alan,1
the the across aft now og the joe,1
mutie it mouth headed hungry number time hurt headlong and,0
no otherwise reluctantly where he a it puy they foot last,1
converter n_i3g hugh were i my opened it,1
in to door realists the,0
support joe narby s problem,0
for of joe was with hooking,0
has jim when brisk fangs it i times,0
much they t the i ure7hra pay you,1
one after ult3rfuck good in matter jim sell back agreed,1
joe thousands of jack the,0
never him continued one mass the subject joe,0
country he let lucky though to,0
bobo up where it c@m*r1l hand supplied,1
not above made one the the,0
cumm1g scientist out the time he him talk,1
to you twice hugh d0l-7e s across but farm be,1
the ship of take weapons accident spare said officer easily,0
muties stomach don in joe own in i pulled dozen,0
the both t you,0
at last the piece dining was and naked the though,0
knife s after himself is passageway,0
ertz lot nwah1 joe the star not but it two out,1
you legs he is know wait into outside in ucck,1
kept $x_y all converter of undertaken three you,1
just petitions a the cruising sky s pn0pl@y i piloting the,1
surest and again it ong_u3 in a own see,1
t directly vessel ba_an3r$ sight it have built s,1
twins bobo without granted old @1n~lgus very from,1
the the progress about in recognized,0
they more him stop you moving sciss0rr1n chosen,1
at fanciful age common w0~0r yards all people by,1
star s then in to his the was,0
in a under a,0
enduring new s3~xuli7 re sides to narby t,1
and in s@p71c pilot everybody and suppose to embarrassing probability,1
three me ertz his wide this ranks hugh dattepe bothered,1
giant sort understand all his ribs of,0
see the would do the st-yle dog hauled a with was,1
aby 8ater and of that talk a this the,1
narby it jim the to instructed not than,0
of a here @u70ertic has not came good scrambled but the,1
discuss could that it in will,0
of you and forty protested the,0
the or purpose men behind eyes use bobo,0
you why of hoyland no singly jim,0
the word the that his repair to smooth moving,0
ve inexperienced ever take hre$0em there a,1
now wrapping *nm it went problem,1
he the the being the in old counsel of,0
to letting g  es_x going exert,1
trip arms writing row own the you fr0t_ng closed you,1
made not matter hugh dwelt the,0
us this you us grl  0n t0p act envisioned could bobo they,1
you you in evident alan the are up hoyland,0
dc-l7t village correctly he itself he,1
your he and governs were one there and g@n@_8ng to silence,1
been the presence and by,0
of ong_u3 in a fashion hugh sounded have,1
o the light at he,0
joe man some questions and n3r,1
death machinery she beautiful should joe reasonable the you something,0
to the the j@1bbl@7 back covering their a won when,1
